year,scenario,temp_anomaly_c,precip_anomaly_pct,co2_ppm,heatwave_risk,seasonal_precip_mm,seasonal_cdd,yield_bu_acre
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,140.0
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,74.6
2024,SSP5-8.5,2.524342041015627,-0.24,520.0,0.78,358.2376423710957,20.0,209.1
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,206.6
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,174.5
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,206.9
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,181.6
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,191.3
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,188.1
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,193.1
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,185.8
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,165.8
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,182.4
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,154.5
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,116.2
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,136.2
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,150.1
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,176.8
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,133.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,139.5
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,152.5
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,164.7
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,179.9
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,126.3
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,100.0
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,133.3
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,136.3
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,123.2
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,126.5
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,133.5
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,136.6
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,89.7
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,135.0
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,76.7
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,198.5
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,195.0
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,216.3
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,176.3
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,208.0
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,195.8
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,210.4
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,204.0
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,169.1
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,179.4
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,131.9
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,170.9
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,164.8
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,192.4
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,178.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,162.4
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,171.6
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,171.1
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,189.7
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,127.0
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,140.0
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,138.0
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,139.1
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,139.8
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,139.5
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,132.2
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,135.9
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,107.2
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,149.3
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,81.1
2025,SSP5-8.5,2.479584960937503,-0.24,520.0,0.78,303.5989515774417,20.0,176.6
2024,SSP5-8.5,2.524342041015627,-0.24,520.0,0.78,358.2376423710957,20.0,192.7
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,192.9
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,172.1
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,192.0
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,166.2
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,161.7
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,154.4
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,175.0
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,159.9
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,178.8
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,136.2
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,91.7
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,140.5
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,122.2
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,150.2
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,135.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,137.6
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,142.4
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,156.8
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,157.9
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,116.4
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,126.6
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,114.9
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,140.7
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,115.6
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,119.2
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,117.4
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,112.8
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,65.2
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,135.9
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,61.6
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,152.3
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,142.6
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,129.7
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,164.0
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,172.8
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,146.1
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,171.6
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,143.6
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,166.8
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,170.0
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,186.3
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,154.3
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,170.9
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,109.1
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,44.5
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,120.1
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,75.2
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,153.0
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,118.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,152.0
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,157.7
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,150.0
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,171.9
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,125.7
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,129.4
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,110.1
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,147.7
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,113.6
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,119.6
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,125.8
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,118.6
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,68.1
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,134.7
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,64.5
2024,SSP5-8.5,2.524342041015627,-0.24,520.0,0.78,358.2376423710957,20.0,183.9
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,155.2
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,161.8
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,163.9
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,152.4
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,162.2
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,126.5
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,76.7
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,107.7
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,84.5
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,138.9
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,109.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,151.3
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,147.0
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,146.3
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,157.1
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,114.2
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,131.5
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,123.7
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,127.8
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,118.2
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,99.6
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,113.8
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,95.7
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,65.0
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,130.4
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,43.0
2025,SSP5-8.5,2.479584960937503,-0.24,520.0,0.78,303.5989515774417,20.0,182.9
2024,SSP5-8.5,2.524342041015627,-0.24,520.0,0.78,358.2376423710957,20.0,172.2
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,205.3
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,148.7
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,159.3
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,172.5
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,181.1
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,162.7
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,164.0
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,131.2
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,61.2
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,126.1
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,94.3
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,144.4
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,112.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,155.5
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,157.5
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,163.9
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,175.5
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,128.8
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,132.1
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,116.6
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,148.4
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,113.4
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,98.8
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,117.1
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,131.6
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,68.9
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,138.5
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,48.8
2025,SSP5-8.5,2.479584960937503,-0.24,520.0,0.78,303.5989515774417,20.0,183.4
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,173.9
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,139.5
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,166.1
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,149.2
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,174.6
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,154.8
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,153.7
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,117.9
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,85.3
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,114.9
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,71.2
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,137.2
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,114.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,141.9
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,137.8
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,154.8
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,154.8
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,119.1
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,140.9
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,118.4
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,130.4
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,128.0
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,102.6
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,128.4
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,108.9
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,65.3
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,130.9
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,52.9
2025,SSP5-8.5,2.479584960937503,-0.24,520.0,0.78,303.5989515774417,20.0,192.6
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,202.0
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,166.9
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,195.6
2020,SSP5-8.5,2.703370361328128,-0.24,520.0,0.78,576.7924055457116,20.0,172.0
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,175.7
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,167.8
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,173.1
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,185.5
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,169.6
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,171.4
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,140.9
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,101.4
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,145.1
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,124.6
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,167.7
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,165.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,162.6
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,158.4
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,154.9
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,175.6
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,134.7
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,150.4
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,144.5
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,133.1
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,134.5
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,145.4
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,125.1
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,123.5
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,103.6
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,152.0
1993,SSP5-8.5,-0.5701281738281221,-0.24,520.0,0.78,310.6137459632009,20.0,74.3
2025,SSP5-8.5,2.479584960937503,-0.24,520.0,0.78,303.5989515774417,20.0,209.6
2024,SSP5-8.5,2.524342041015627,-0.24,520.0,0.78,358.2376423710957,20.0,218.1
2023,SSP5-8.5,2.5690991210937515,-0.24,520.0,0.78,412.8763331647496,20.0,203.7
2022,SSP5-8.5,2.6138562011718793,-0.24,520.0,0.78,467.5150239584037,20.0,175.2
2021,SSP5-8.5,2.6586132812500036,-0.24,520.0,0.78,522.1537147520577,20.0,199.1
2019,SSP5-8.5,2.3429333496093765,-0.24,520.0,0.78,580.8452984690667,20.0,170.7
2018,SSP5-8.5,1.9824963378906286,-0.24,520.0,0.78,584.8981913924217,20.0,190.2
2017,SSP5-8.5,1.6220593261718772,-0.24,520.0,0.78,588.9510843157769,20.0,185.7
2016,SSP5-8.5,1.2616223144531276,-0.24,520.0,0.78,593.003977239132,20.0,198.0
2015,SSP5-8.5,0.9011853027343779,-0.24,520.0,0.78,597.056870162487,20.0,178.1
2014,SSP5-8.5,6.336121826171878,-0.24,520.0,0.78,556.7384840687737,20.0,171.6
2013,SSP5-8.5,3.760072021484378,-0.24,520.0,0.78,263.8111313106492,20.0,156.4
2012,SSP5-8.5,-0.3806445312499971,-0.24,520.0,0.78,28.020010291220387,20.0,115.1
2011,SSP5-8.5,1.167115478515628,-0.24,520.0,0.78,497.66324342926964,20.0,152.6
2010,SSP5-8.5,-0.3346850585937471,-0.24,520.0,0.78,284.75485965027474,20.0,112.7
2009,SSP5-8.5,-0.5536486816406221,-0.24,520.0,0.78,278.7967965763528,20.0,165.2
2008,SSP5-8.5,-2.475462646484372,-0.24,520.0,0.78,199.23472977534402,20.0,143.0
2007,SSP5-8.5,-1.426878662109372,-0.24,520.0,0.78,480.67128671100363,20.0,165.9
2006,SSP5-8.5,-1.245573730468747,-0.24,520.0,0.78,464.88723589573056,20.0,156.3
2005,SSP5-8.5,2.012055664062503,-0.24,520.0,0.78,409.4457159284502,20.0,159.9
2004,SSP5-8.5,-2.148222656249997,-0.24,520.0,0.78,663.0195357254706,20.0,170.3
2003,SSP5-8.5,1.625581054687503,-0.24,520.0,0.78,572.2603899193928,20.0,147.5
2002,SSP5-8.5,0.5182812500000029,-0.24,520.0,0.78,511.0179207287729,20.0,162.2
2001,SSP5-8.5,0.25586059570307107,-0.24,520.0,0.78,547.2082570195198,20.0,140.1
2000,SSP5-8.5,-2.442534179687497,-0.24,520.0,0.78,460.82776410039514,20.0,139.4
1999,SSP5-8.5,0.1824658203125029,-0.24,520.0,0.78,454.76317908614874,20.0,137.6
1998,SSP5-8.5,-0.3154895019531221,-0.24,520.0,0.78,423.1989247491583,20.0,132.6
1997,SSP5-8.5,0.7003491210937529,-0.24,520.0,0.78,297.1901059267111,20.0,131.0
1996,SSP5-8.5,-2.844664306640622,-0.24,520.0,0.78,424.7205774416216,20.0,117.9
1995,SSP5-8.5,0.2272045898437529,-0.24,520.0,0.78,304.33453005971387,20.0,104.4
1994,SSP5-8.5,-0.027891845703122087,-0.24,520.0,0.78,259.96196219930425,20.0,159.8
