model,metric,n_seeds,mean,std,ci95_low_normal,ci95_high_normal
CeresPINN_retrained,rmse_kg_ha,10,813.544112855893,53.003134446135654,780.6924297722214,846.3957959395646
CeresPINN_retrained,mae_kg_ha,10,722.3059019678115,47.03499814874087,693.1533080850139,751.458495850609
CeresPINN_retrained,r2,10,0.7708449666938726,0.030641623495191263,0.7518530916896463,0.7898368416980989
MLP_no_monotonicity,rmse_kg_ha,10,1034.0780610864945,103.66578720838062,969.8253404959796,1098.3307816770093
MLP_no_monotonicity,mae_kg_ha,10,892.9523441356657,97.54393398717606,832.4939874824789,953.4107007888525
MLP_no_monotonicity,r2,10,0.6278410789633224,0.07511157751049805,0.5812864409013575,0.6743957170252873
