feature,train_mean,train_std,constant_or_near_constant
year,2008.7857142857142,10.136064133631379,False
temp_anomaly_c,0.8557481166294651,2.0508371213083323,False
precip_anomaly_pct,-0.12666666666666676,0.089938260421547,False
co2_ppm,481.6666666666667,30.641293861417076,False
heatwave_risk,0.4500000000000003,0.258069768011279,False
seasonal_precip_mm,374.82179252058165,139.78422607761186,False
seasonal_cdd,20.0,1e-08,True
